"","X","original_title","original_language","adult","backdrop_path","homepage","id","imdb_id","rent_options","buy_options","flatrate_options","all_uniq_providers","All_providers_nos","Rent_providers_nos","Buy_providers_nos","Stream_providers_nos","poster_path","release_date","status","title","video","genre","production_companies","belongs_to_collection","spoken_languages","production_countries","keywords","director","moreThan1ProductionCountry","moreThan1Genre","moreThan1ProductionCompany","moreThan1Keyword","moreThan1Director","moreThanSpokenLanguage","release_d","release_year","taglinepresent","collectionyes","revenue","budget","runtime","popularity","vote_average","vote_count","review_count","cast_size","crew_size","release_month","Imdb_Rating","Imdb_vote_count","profit_factor","Target","directedByAPopular","belongs_to_topProfitProdComp","avg_coll_revenue.x","avg_coll_revenue.y","release_week","movies_released_same_week","belongs_to_topProfitGenres","avg_rev_by_crew_size","avg_rev_by_cast_size","cast_crew_ratio","holidaymonth","costPerCapita"
"11",13,"CHiPS","en",FALSE,"/lk5hfcUf6oAibrkyshaXtSjBzda.jpg","http://chipsthemovie.com",417644,"tt0493405","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,Redbox,DIRECTV,AMC on Demand,","Apple iTunes,Google Play Movies,YouTube,FandangoNOW,Vudu,Microsoft Store,Redbox,DIRECTV,AMC on Demand,","Max Go,DIRECTV,","Vudu, Google Play Movies, FandangoNOW, DIRECTV, V, AMC on Demand, Apple iTunes, Microsoft Store, Redbox, YouTube, Amazon Video",10,10,9,2,"/mIHA8Xf6WmxbS83ia4vQ5ojvxV8.jpg","1/16/2017","Released","CHiPS",FALSE,"Action ","Primate Pictures ","","es,en,","US ","police ","Dax Shepard ",0,1,1,1,0,1,2017-01-16,"2017",1,0,26800152,25000000,100,17.757,6.1,895,2,40,61,1,6,42152,7.200608,1,0,0,45072822.2708924,45072822.2708924,"03",133,1,165681055.571429,107468325.933333,0.655737704918033,0,247524.752475248
"12",14,"功夫瑜伽","zh",FALSE,"/meS8C4fE5RbhZBf754WdQ8MiT9f.jpg","",383785,"tt4217392","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,Redbox,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,Redbox,","Hoopla,","Vudu, Google Play Movies, FandangoNOW, Hoopla, Apple iTunes, Microsoft Store, Redbox, YouTube, Amazon Video",9,8,8,1,"/rL6XM4fsr1cM5mN2flEhQ8jQter.jpg","1/27/2017","Released","Kung Fu Yoga",FALSE,"Mystery ","Shinework Media ","","en,pt,hi,zh,","CN ","","Stanley Tong ",0,1,1,0,0,1,2017-01-27,"2017",0,0,254212245,65000000,130,17.561,5.8,221,1,23,28,1,5.2,8865,291.095761538462,1,0,0,45072822.2708924,45072822.2708924,"04",125,1,30067161.8157895,40388063.7042254,0.821428571428571,0,1274509.80392157
"13",15,"iBoy","en",FALSE,"/qIp0Wn4fEeeB2kpxE6WOjgy1VzU.jpg","https://www.netflix.com/title/80099016",414190,"tt3171832","","","Netflix,","Netflix,",1,0,0,1,"/f5dMAWXLjp8duA44Lp40WZFGZB0.jpg","1/27/2017","Released","iBoy",FALSE,"Action ","Pretty Pictures ","","en,","GB ","based on novel or book ","Adam Randall ",0,1,1,1,0,0,2017-01-27,"2017",1,0,38981322,1500000,90,16.594,6,875,1,29,42,1,6,20309,2498.7548,1,0,0,45072822.2708924,45072822.2708924,"04",125,1,119263132,50591763.1315789,0.69047619047619,0,21126.7605633803
"14",22,"공조","ko",FALSE,"/yFyDj6Q1OlpxpCbiW3chrp17WnD.jpg","",434119,"tt5606538","Apple iTunes,Google Play Movies,Amazon Video,YouTube,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,","","Google Play Movies, Apple iTunes, YouTube, Amazon Video",4,4,4,0,"/gw1iBP09ZaxUgHlvmPpC4Y7dgq6.jpg","1/18/2017","Released","Confidential Assignment",FALSE,"Action ","CJ Entertainment ","Confidential Assignment","ko,","KR ","spy ","Kim Sung-hoon ",0,0,1,1,0,0,2017-01-18,"2017",0,1,56100000,8520000,125,12.912,6.7,45,4,11,26,1,6.6,2534,558.450704225352,1,0,0,56100000,56100000,"03",133,1,68367635.6590909,41953455.826087,0.423076923076923,0,230270.27027027
"15",24,"T2 Trainspotting","en",FALSE,"/kR48L1E3OLOkQcnlmpi5wDj7ZZt.jpg","http://www.t2trainspottingmovie.com/",180863,"tt2763304","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,Redbox,DIRECTV,AMC on Demand,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,Redbox,DIRECTV,AMC on Demand,","","Vudu, Google Play Movies, FandangoNOW, DIRECTV, AMC on Demand, Apple iTunes, Microsoft Store, Redbox, YouTube, Amazon Video",10,10,10,0,"/nmTgtQQjRzAB0mue57Rrxe8y5vv.jpg","1/27/2017","Released","T2 Trainspotting",FALSE,"Crime ","Creative Scotland ","Trainspotting Collection","bg,en,","GB ","prison ","Danny Boyle ",0,1,1,1,0,1,2017-01-27,"2017",1,1,42067430,18000000,117,13.15,6.9,2252,1,35,52,1,7.2,112506,133.707944444444,1,0,0,42067430,42067430,"04",125,1,88234922.7142857,65375636.8333333,0.673076923076923,0,206896.551724138
"16",26,"L'Ascension","fr",FALSE,"/v3APUgZ3MJLR0wajQaVnaeZebS3.jpg","",421447,"tt5157682","","","Netflix,","Netflix,",1,0,0,1,"/nIPbLk8g4CWJFrvOAlxsnzUwVzz.jpg","1/25/2017","Released","The Climb",FALSE,"Comedy ","France 2 Cinéma ","","de,en,fr,ne,","FR ","nepal ","Ludovic Bernard ",0,1,1,1,0,1,2017-01-25,"2017",0,0,5805201,6600000,103,12.228,6.8,559,1,36,10,1,6.9,5146,-12.0424090909091,0,0,0,45072822.2708924,45072822.2708924,"04",125,1,54533781.5637066,91673124.6666667,3.6,0,143478.260869565
"17",27,"रईस","hi",FALSE,"/ApIIXIAjjFS91VfFW2eveE5VFnO.jpg","http://www.redchillies.com/movies/raees.aspx",363343,"tt3405236","Apple iTunes,Google Play Movies,YouTube,","Apple iTunes,Google Play Movies,YouTube,","Netflix,","Google Play Movies, Netflix, Apple iTunes, YouTube",4,3,3,1,"/zFYFUfnoXWxeA3n7v4acEqgk2iE.jpg","1/25/2017","Released","Raees",FALSE,"Thriller ","Red Chillies Entertainment ","","hi,","IN ","bootlegger ","Rahul Dholakia ",0,1,1,1,0,0,2017-01-25,"2017",0,0,1000,46000000,143,10.589,6.7,146,1,11,36,1,6.8,39932,-99.9978260869565,0,0,0,45072822.2708924,45072822.2708924,"04",125,1,19625553.5357143,41953455.826087,0.305555555555556,0,978723.404255319
"18",28,"Arsenal","en",FALSE,"/jJk7ymoyrmIIYu9bms0OsmtfeH2.jpg","",388202,"tt5580536","","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,Redbox,","","Vudu, Google Play Movies, FandangoNOW, Apple iTunes, Microsoft Store, Redbox, YouTube, Amazon Video",8,0,8,0,"/1IqEg8lqcwMtkVQ46UrUaH6R6YA.jpg","1/6/2017","Released","Arsenal",FALSE,"Action ","Ingenious Media ","","en,","US ","sibling relationship ","Steven C. Miller ",0,1,1,1,0,0,2017-01-06,"2017",1,0,2475,10000000,92,14.087,4.6,92,1,11,39,1,4,4013,-99.97525,0,0,0,45072822.2708924,45072822.2708924,"01",128,1,26081027.25,41953455.826087,0.282051282051282,0,200000
"19",40,"Un sac de billes","fr",FALSE,"/tPjbpTt4S1q7uTSXWscHq7gmd2u.jpg","http://www.gaumont.fr/fr/film/Un-sac-de-billes.html",398924,"tt5091612","Google Play Movies,YouTube,","Google Play Movies,YouTube,","fuboTV,Showtime,Kanopy,DIRECTV,","Google Play Movies, DIRECTV, Showtime, fuboTV, YouTube, Kanopy",6,2,2,4,"/57C8wLEoeJ9vVqZarsfx54YEWxS.jpg","1/18/2017","Released","A Bag of Marbles",FALSE,"Drama ","TF1 Films Production ","","fr,yi,de,ru,","CZ ","1940s ","Christian Duguay ",1,1,1,1,0,1,2017-01-18,"2017",1,0,10898998,21400000,110,8.452,7.9,604,3,21,23,1,7.3,4701,-49.0701028037383,0,0,0,45072822.2708924,45072822.2708924,"03",133,1,41436753.296875,24062060.3968254,0.91304347826087,0,486363.636363636
"20",46,"The Yellow Birds","en",FALSE,"/m8af6o4QvIenUykItCJbj6rv9i3.jpg","https://cinelou-films.com/the-yellow-birds/",383585,"tt3739110","Google Play Movies,Amazon Video,YouTube,Vudu,Microsoft Store,Redbox,AMC on Demand,","Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,Redbox,AMC on Demand,","Amazon Prime Video,","Vudu, Google Play Movies, FandangoNOW, AMC on, AMC on Demand, Microsoft Store, Redbox, YouTube, Amazon Video",8,7,8,1,"/rCJwKafIkkt1Z0sMhhJWGox99hB.jpg","1/21/2017","Released","The Yellow Birds",FALSE,"War ","Cinelou Films ","","en,","US ","based on novel or book ","Alexandre Moors ",0,1,1,1,0,0,2017-01-21,"2017",1,0,1,12000000,96,9.053,5.8,91,1,11,15,1,5.7,3210,-99.9999916666667,0,0,0,45072822.2708924,45072822.2708924,"03",133,1,66837487.1796875,41953455.826087,0.733333333333333,0,461538.461538462
"21",60,"Невеста","ru",FALSE,"/me5utxTz6hlEgAeQisexKHP27ZU.jpg","",422715,"tt6095090","Amazon Video,FandangoNOW,","Amazon Video,FandangoNOW,","Amazon Prime Video,Hoopla,","Amazon Prime Video, FandangoNOW, Hoopla, Amazon Video",4,2,2,2,"/aKKanGgtgHxrdb1e7OKxbvpio04.jpg","1/19/2017","Released","The Bride",FALSE,"Mystery ","Focus Plus Cinema ","","ru,","RU ","","Svyatoslav Podgaevsky ",0,1,0,0,0,0,2017-01-19,"2017",0,0,6945256,1500000,90,7.651,5.9,258,2,15,9,1,4.6,2403,363.017066666667,1,0,0,45072822.2708924,45072822.2708924,"03",133,1,35081845.7022901,42519958.136646,1.66666666666667,0,62500
"22",64,"Bitter Harvest","en",FALSE,"/7Oe8Zq25xS258IEoAjMLuYLsLha.jpg","http://www.bitterharvestfilm.com/",403390,"tt3182620","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Redbox,DIRECTV,FlixFling,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Redbox,DIRECTV,","Kanopy,","Vudu, Google Play Movies, Red, FandangoNOW, DIRECTV, Apple iTunes, Redbox, YouTube, FlixFling, Amazon Video",9,9,8,1,"/5MpJXoATrYEjbZaFiW86bImAtGr.jpg","1/31/2017","Released","Bitter Harvest",FALSE,"War ","Andamar Entertainment ","","en,ru,","CA ","ukrainian village ","George Mendeluk ",0,1,1,1,0,1,2017-01-31,"2017",0,0,557241,20000000,103,6.863,6,58,3,35,40,1,6,3478,-97.213795,0,0,0,45072822.2708924,45072822.2708924,"05",112,1,59703064,65375636.8333333,0.875,0,266666.666666667
"23",67,"काबिल","hi",FALSE,"/g3d5MYUqZGl7t1Oncm2TJ7mfNWd.jpg","",403867,"tt5460276","","","Netflix,Hotstar,","Netflix, , Hotstar",2,0,0,2,"/ojs8b5N2BgFYoHCSb6vu0egZb6v.jpg","1/26/2017","Released","Kaabil",FALSE,"Action ","Film Kraft ","","hi,","IN ","corruption ","Sanjay Gupta ",0,1,0,1,0,0,2017-01-26,"2017",1,0,890729,5200000,139,7.285,7,89,3,9,33,1,7.1,24057,-82.8705961538462,0,0,0,45072822.2708924,45072822.2708924,"04",125,1,87304414.96875,50839762.6893617,0.272727272727273,0,123809.523809524
"24",74,"Cartels","en",FALSE,"/2q4De2NH8dUk8jjWNw2IZ7pEcHx.jpg","",412678,"tt4949290","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Microsoft Store,Redbox,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,Redbox,","fuboTV,Hulu,DIRECTV,Epix,","Vudu, Google Play Movies, FandangoNOW, Microsoft, Apple iTunes, Microsoft Store, Redbox, YouTube, Amazon Video",8,7,8,4,"/hntfcFInlqCS6gyBOVP5DfU3oX.jpg","1/23/2017","Released","Cartels",FALSE,"Crime ","Action House ","","en,","RO ","ambush ","Keoni Waxman ",1,1,1,1,0,0,2017-01-23,"2017",0,0,37766,7000000,99,7.088,4.8,31,5,15,45,1,3.8,1491,-99.4604857142857,0,0,0,45072822.2708924,45072822.2708924,"04",125,1,83152411.0909091,42519958.136646,0.333333333333333,0,116666.666666667
"25",76,"西游·伏妖篇","zh",FALSE,"/w7ghzBgSkAsf4b2NrMr7N54pkBS.jpg","",435800,"tt5273624","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Microsoft Store,DIRECTV,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,DIRECTV,","","Vudu, Google Play Movies, FandangoNOW, DIRECTV, Microsoft, Apple iTunes, Microsoft Store, YouTube, Amazon Video",8,7,8,0,"/aBwcH7Wb1j14s2YsNeKkOIAUBuw.jpg","1/28/2017","Released","Journey to the West: The Demons Strike Back",FALSE,"Adventure ","Star Overseas ","Journey to the West Collection","zh,","CN ","kung fu ","Tsui Hark ",0,1,0,1,0,0,2017-01-28,"2017",0,1,731607,63300000,109,5.723,6.1,48,2,12,6,1,5.4,2672,-98.8442227488152,0,0,0,731607,731607,"04",125,1,36876511.0084034,31128940.8322581,2,0,3516666.66666667
"26",85,"Nieve negra","es",FALSE,"/beTJ0f6hbTARQdb9bmjQdntFRGy.jpg","",425942,"tt5614612","","","Netflix,","Netflix,",1,0,0,1,"/9gGGvfJIGE1g0aqqOPkqRwIlKqu.jpg","1/19/2017","Released","Black Snow",FALSE,"Mystery ","Telefe ","","es,","ES ","isolation ","Martín Hodara ",1,1,1,1,0,0,2017-01-19,"2017",1,0,1440000,4000000,90,6.603,6.1,122,3,10,4,1,6.2,5152,-64,0,0,0,45072822.2708924,45072822.2708924,"03",133,1,28656711.7981439,43051420.0570175,2.5,0,285714.285714286
"27",86,"Bright Lights: Starring Carrie Fisher and Debbie Reynolds","en",FALSE,"/cb2Qv6c5eFEhOwGjzOGO0OUf9pW.jpg","http://www.hbo.com/documentaries/bright-lights-starring-carrie-fisher-and-debbie-reynolds",398738,"tt5651050","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,","HBO Max,HBO Now,Kanopy,DIRECTV,HBO Now Amazon Channel,","Vudu, Google Play Movies, FandangoNOW, HBO Max, DIRECTV, HBO Now, HBO Now Amazon Channel, Apple iTunes, YouTube, Kanopy, Amazon Video",11,6,6,5,"/l81ArRwCIyXM0cDtCcprOGrfnaR.jpg","1/11/2017","Released","Bright Lights: Starring Carrie Fisher and Debbie Reynolds",FALSE,"Documentary ","HBO ","","en,","GB ","mother ","Alexis Bloom ",1,0,0,1,0,0,2017-01-11,"2017",1,0,3956317,10000000,95,7.467,7.7,59,2,6,19,1,8,3127,-60.43683,0,0,0,45072822.2708924,45072822.2708924,"02",102,1,22400077.3820225,30748111.2213542,0.315789473684211,0,400000
"28",90,"Kedi","tr",FALSE,"/x4yZrzpiVhdWV6Q5KURqiezChbV.jpg","http://www.kedifilm.com",392011,"tt4420704","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,","YouTube Premium,Kanopy,","Vudu, Google Play Movies, FandangoNOW, YouTube Premium, Apple iTunes, Microsoft Store, YouTube, Kanopy, Amazon Video",9,7,7,2,"/hfAUmcpDLboVxRTAmalSTHA8UZ7.jpg","1/8/2017","Released","Kedi",FALSE,"Documentary ","Termite Films ","","tr,","TR ","cat ","Ceyda Torun ",0,0,0,1,0,0,2017-01-08,"2017",1,0,5037923,5000000,79,7.977,7.6,187,1,8,6,1,7.7,12922,0.75846,0,0,0,45072822.2708924,45072822.2708924,"01",128,1,36876511.0084034,41345637.8576642,1.33333333333333,0,357142.857142857
"29",100,"Tom of Finland","fi",FALSE,"/5lEt6rsjPZDA8p6OOh1NcEFaLlK.jpg","http://tof.fi/",405204,"tt5226984","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,","Hulu,Kanopy,","Vudu, Google Play Movies, FandangoNOW, Apple iTunes, Hulu, YouTube, Kanopy, Amazon Video",8,6,6,2,"/VsyYMo3A8z0iHR0Hfuj0ZFtIQJ.jpg","1/27/2017","Released","Tom of Finland",FALSE,"Drama ","Helsinki Filmi ","","de,fi,en,","IS ","biography ","Dome Karukoski ",1,0,1,1,0,1,2017-01-27,"2017",1,0,67414985,4200000,115,5.93,7,76,2,10,18,1,6.8,5311,1505.11869047619,1,0,0,45072822.2708924,45072822.2708924,"04",125,1,48020467.4356436,43051420.0570175,0.555555555555556,0,150000
"30",104,"In Extremis","en",FALSE,"/kIG9y4mqw6WwpvvVatP0m3TRQcG.jpg","http://www.gspstudios.co.uk/gspfilms/inextremis/",461496,"tt4081012","Google Play Movies,Amazon Video,YouTube,","Google Play Movies,Amazon Video,YouTube,","Hulu,Hoopla,","Google Play Movies, Hoopla, Hulu, YouTube, Amazon Video",5,3,3,2,"/884W5RBOIUYlrfE0GG86DW2X6VA.jpg","1/1/2017","Released","In Extremis",FALSE,"Horror ","Goldfinch Studios ","","en,","GB ","nightmare ","Steve Stone ",0,1,1,1,0,0,2017-01-01,"2017",1,0,2045184,3400000,93,5.825,6.5,6,3,9,3,1,4.2,402,-39.8475294117647,0,0,0,45072822.2708924,45072822.2708924,"52",143,1,29673379.7792208,50839762.6893617,3,0,283333.333333333
"31",108,"Bad Kids of Crestview Academy","en",FALSE,"/mjRt50qwFKjNP4fjm05Cw1DJ3Aj.jpg","https://www.crestview-academy.com/",426580,"tt3349578","Apple iTunes,Google Play Movies,Amazon Video,YouTube,Vudu,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,Vudu,Microsoft Store,","Amazon Prime Video,","Vudu, Google Play Movies, Amazon Prime Video, Apple iTunes, Microsoft Store, YouTube, Amazon Video",7,5,6,1,"/p2O2uHbWRTfLrJw66mFY6eCwuuw.jpg","1/13/2017","Released","Bad Kids of Crestview Academy",FALSE,"Comedy ","BKG2H Productions ","Bad Kids Collection","en,","US ","school ","Ben Browder ",0,1,1,1,0,0,2017-01-13,"2017",1,1,72282227,5000000,100,5.052,5.3,31,1,14,3,1,5.4,1994,1345.64454,1,0,0,72282227,72282227,"02",102,1,29673379.7792208,37385123.7767857,4.66666666666667,0,294117.647058824
"32",109,"Lemon","en",FALSE,"/9Qyr7lcDOU7jdDYOfrOaFVwo8Ep.jpg","",428585,"tt5973364","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,Redbox,FlixFling,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,Microsoft Store,Redbox,FlixFling,","Amazon Prime Video,Hulu,","Vudu, Google Play Movies, Amazon Prime Video, FandangoNOW, Apple iTunes, Hulu, Microsoft Store, Redbox, YouTube, FlixFling, Amazon Video",11,9,9,2,"/o3jq9XldDbI0KhmLvTUtuLkH2ad.jpg","1/22/2017","Released","Lemon",FALSE,"Drama ","Killer Films ","","en,","US ","blindness ","Janicza Bravo ",0,1,1,1,0,0,2017-01-22,"2017",0,0,29258,3300,83,5.724,4.8,26,1,16,19,1,4.6,1825,786.606060606061,1,0,0,45072822.2708924,45072822.2708924,"03",133,1,22400077.3820225,40402872.3565217,0.842105263157895,0,94.2857142857143
"33",130,"The Resurrection of Gavin Stone","en",FALSE,"/whMHXnCnWXsm5TcJMJXnak9WDxl.jpg","",422114,"tt4902904","Google Play Movies,Amazon Video,YouTube,Vudu,Microsoft Store,Redbox,","Google Play Movies,Amazon Video,YouTube,Vudu,Microsoft Store,Redbox,DIRECTV,","HBO Max,HBO Now,DIRECTV,","Vudu, Google Play Movies, HBO Max, DIRECTV, HBO Now, Microsoft Store, Redbox, YouTube, Amazon Video",9,6,7,3,"/mby5ISXFVRFSDUkpFDGCZ4k5rTn.jpg","1/20/2017","Released","The Resurrection of Gavin Stone",FALSE,"Comedy ","Walden Media ","","en,","US ","community service ","Dallas Jenkins ",0,1,1,1,0,0,2017-01-20,"2017",1,0,25488,2000000,91,5.505,6.5,15,1,10,5,1,6.2,1755,-98.7256,0,0,0,45072822.2708924,45072822.2708924,"03",133,1,49369049.8661417,43051420.0570175,2,0,133333.333333333
"34",133,"ओके जानू","hi",FALSE,"/ha1RyXSV7xAFJHrk13ey15efSko.jpg","",413882,"tt5764024","Apple iTunes,Google Play Movies,YouTube,","Apple iTunes,Google Play Movies,YouTube,","Amazon Prime Video,","Google Play Movies, Amazon Prime Video, Apple iTunes, YouTube",4,3,3,1,"/gVhIc36GNHMlFl3egvmex82RwJl.jpg","1/12/2017","Released","Ok Jaanu",FALSE,"Drama ","Madras Talkies ","","hi,","IN ","ambition ","Shaad Ali ",0,1,1,1,0,0,2017-01-12,"2017",1,0,345872,3800,135,5.222,6.1,45,1,14,41,1,5.2,3706,9001.8947368421,1,0,0,45072822.2708924,45072822.2708924,"02",102,1,8599608.84210526,37385123.7767857,0.341463414634146,0,69.0909090909091
"35",140,"Boyfriend Killer","en",FALSE,"/v8KlquORdr5Cpcz9KJ4wVjIhmFq.jpg","",452964,"tt5283754","Amazon Video,","Amazon Video,","Amazon Prime Video,","Amazon Prime Video, Amazon Video",2,1,1,1,"/j5enSi93XW9gozDwXiYdsdoqRkc.jpg","1/8/2017","Released","Boyfriend Killer",FALSE,"TV Movie ","Concord Film ","","en,","US ","","Alyn Darnay ",0,1,0,0,0,0,2017-01-08,"2017",1,0,23800000,1000000,120,4.785,6.6,9,6,19,29,1,5.1,341,2280,1,0,0,45072822.2708924,45072822.2708924,"01",128,1,27813668.4545455,29326629.3125,0.655172413793103,0,20833.3333333333
"36",146,"Unearthed & Untold: The Path to Pet Sematary","en",FALSE,"","",430035,"tt3109830","Amazon Video,Vudu,Microsoft Store,","Amazon Video,Vudu,Microsoft Store,","Amazon Prime Video,Screambox,","Vudu, Amazon Prime Video, Microsoft Store, Screambox, Amazon Video",5,3,3,2,"/bX5L2eW2hDEq1WLAnjrlBahFY76.jpg","1/13/2017","Released","Unearthed & Untold: The Path to Pet Sematary",FALSE,"Documentary ","Ocean's Light Productions ","","en,","US ","horror ","Justin White ",0,0,0,1,0,0,2017-01-13,"2017",0,0,125002821,20000,97,4.86,6.8,18,1,13,4,1,7,478,624914.105,1,0,0,45072822.2708924,45072822.2708924,"02",102,1,28656711.7981439,50850760.6036585,3.25,0,1176.47058823529
"37",159,"熊出没之奇幻空间","zh",FALSE,"/ld06OI2NbcyDf9ohaLV6sUEoBXU.jpg","",462927,"tt6857250","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,DIRECTV,","Apple iTunes,Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,","Hulu,","Vudu, Google Play Movies, FandangoNOW, DIRECTV, Apple iTunes, Hulu, YouTube, Amazon Video",8,7,6,1,"/wgmfCGzVViXqW02Pt29ylUFOP8v.jpg","1/28/2017","Released","Boonie Bears: Entangled Worlds",FALSE,"Animation ","Fantawild Animation Inc. ","","zh,","CN ","forest ","Yongchang Lin ",0,1,1,1,0,0,2017-01-28,"2017",0,0,77174241,2700,180,4.112,6.4,5,1,4,5,1,6.3,96,2858205.22222222,1,0,0,45072822.2708924,45072822.2708924,"04",125,1,49369049.8661417,46591326.2972973,0.8,0,300
"38",160,"Primaire","fr",FALSE,"/dqdLFuhyWOz5UaerSgu3ccVq1PV.jpg","",395769,"tt5180240","","","","",0,0,0,0,"/j2201MtfCf6DR3TyhF41DkTi4Dl.jpg","1/4/2017","Released","Elementary",FALSE,"Comedy ","StudioCanal ","","fr,","FR ","teacher ","Hélène Angel ",0,1,1,0,0,0,2017-01-04,"2017",0,0,1225280,450,105,3.421,6.8,57,1,8,3,1,6.6,396,272184.444444444,1,0,0,45072822.2708924,45072822.2708924,"01",128,1,29673379.7792208,41345637.8576642,2.66666666666667,0,40.9090909090909
"39",169,"Empty Space","en",FALSE,"","http://www.emptyspacethemovie.com/",489405,"tt5866732","Apple iTunes,Amazon Video,","Amazon Video,","Amazon Prime Video,Hoopla,IndieFlix,","IndieFlix, Amazon Prime Video, Hoopla, Apple iTunes, Amazon Video",5,2,1,3,"/wjYOUKIIOEklJJ4xbbQVRN6PRly.jpg","1/25/2017","Released","Empty Space",FALSE,"","Beachwood Pictures ","","en,","US ","","James Choi ",0,0,0,0,0,0,2017-01-25,"2017",0,0,8277796,8000,76,3.925,6.3,0,1,7,10,1,6.7,175,103372.45,1,0,0,45072822.2708924,45072822.2708924,"04",125,1,54533781.5637066,42580617.5681063,0.7,0,470.588235294118
"40",173,"Wolf House","en",FALSE,"","",433854,"tt4713312","Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,","Google Play Movies,Amazon Video,YouTube,FandangoNOW,Vudu,","","Vudu, Google Play Movies, FandangoNOW, YouTube, Amazon Video",5,5,5,0,"","1/3/2017","Released","Wolf House",FALSE,"Horror ","","","en,","US ","supernatural ","Matt D. Lord ",0,0,0,1,0,0,2017-01-03,"2017",1,0,173871,5000,70,3.002,2,3,3,7,8,1,2.6,161,3377.42,1,0,0,45072822.2708924,45072822.2708924,"01",128,1,34810055.4709677,42580617.5681063,0.875,0,333.333333333333
"41",174,"The Fitzroy","en",FALSE,"/tqZVO3H4w4SQJcNI2lRx7SBqbCs.jpg","http://thefitzroy.com/",425840,"tt2289098","","","","",0,0,0,0,"/2kH7YOPiojD7tqE7WFUFKGdZAFN.jpg","1/1/2017","Released","The Fitzroy",FALSE,"Science Fiction ","Dresden Pictures ","","en,","GB ","","Andrew Harmer ",0,1,0,0,0,0,2017-01-01,"2017",1,0,50,250,93,3.366,7.8,7,5,6,2,1,5.2,331,-80,0,0,0,45072822.2708924,45072822.2708924,"52",143,1,56027727.4550265,30748111.2213542,3,0,31.25
"42",185,"White Slaves of K-Town","en",FALSE,"","",596364,"tt6215210","","","","",0,0,0,0,"/jNkZofPAYjl67IqtBiQOwLh4tt9.jpg","1/6/2017","Released","White Slaves of K-Town",FALSE,"Horror ","Beyond Filth Productions ","","","US ","brothel ","Felicity Yeung ",0,0,0,1,0,0,2017-01-06,"2017",1,0,171900,85000,74,3.414,7,1,1,6,4,1,4.9,25,102.235294117647,1,0,0,45072822.2708924,45072822.2708924,"01",128,1,28656711.7981439,30748111.2213542,1.5,0,8500
"43",187,"Έτερος Εγώ","el",FALSE,"/yCgL2cJeYcejeUyLFFttbAgSjYf.jpg","",421365,"tt5221894","","","","",0,0,0,0,"/ziCrtoAeCDq2NqB2Yo2oBCwz5PE.jpg","1/19/2017","Released","The Other Me",FALSE,"Mystery ","Green Dragon Movies ","","el,","GR ","professor ","Sotiris Tsafoulias ",0,1,1,1,0,0,2017-01-19,"2017",1,0,371528,1050,101,4.063,8.1,43,1,20,12,1,7.9,7494,35283.6190476191,1,0,0,45072822.2708924,45072822.2708924,"03",133,1,46087796.1717791,56641579.1058824,1.66666666666667,0,32.8125
