,X,original_title,original_language,adult,budget,backdrop_path,homepage,id,imdb_id,Imdb_Rating,Imdb_vote_count,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,genre,production_companies,belongs_to_collection,spoken_languages,production_countries,review_count,keywords,cast_size,crew_size,director,moreThan1ProductionCountry,moreThan1Genre,moreThan1ProductionCompany,moreThan1Keyword,moreThan1Director,moreThanSpokenLanguage
231,231,Xibalba,es,FALSE,3000000,/lAd0yxbWd6CiIHykv7tgeyOvMKz.jpg,http://www.xibalbamovie.com/,267767,tt2783862,3.3,724,2.977,/piKOoGPT1vw78WbLfkCc7JmrP4N.jpg,1/2/2017,0,90,Released,Some places are not meant to be discovered,Curse of the Mayans,FALSE,4.2,15,Horror ,Lanczyner Films ,,"es,en,",MX ,0,library ,18,5,Joaquin Rodriguez ,0,1,0,1,0,1
233,233,The Avenue,en,FALSE,42000,,https://www.flickflingr.com/the-avenue,443053,tt6174392,4.8,75,2.858,/ws0DKKKwFRFpCSyHibVs8SJZOfZ.jpg,1/1/2017,0,81,Released,"Love, loss, diamonds...and only one way out of Atlantic City.",The Avenue,FALSE,3,3,Crime ,Flick Flingr ,,"en,",US ,0,atlantic city ,12,3,Brian Vernick ,0,1,0,1,0,0
236,236,Killer Piñata,en,FALSE,0,/sBSonAInxsX7GOjSJoS2c8g3cPR.jpg,http://www.killerpinata.com/?fbclid=IwAR0dRGqqZuMRYt-X69kTEAdEuBIyCdH6xMTSua9SlAi_lgl9e6glVEwqnPI,400768,tt4301440,4.1,124,2.819,/he85vX4AUmZIa6VucqXgIszE8Do.jpg,1/18/2017,5000,87,Released,Filled With Sweet Revenge,Killer Piñata,FALSE,7,2,Comedy ,Angry Mule Productions ,,"en,",US ,0,,17,12,Stephen Tramontana ,0,1,0,0,0,0
239,239,Faith's Song,en,FALSE,156000,/9jtZxTuDn8LDNdPeo5buENOay4T.jpg,http://www.faithssong.com/,499325,tt6229100,4.1,170,3.318,/dtOKEMXFWKtJu0qwEXW0v0kTAVd.jpg,1/20/2017,0,103,Released,"When you've lost everything, will you still walk by faith?",Faith's Song,FALSE,8,2,Drama ,Northface Studio ,,"en,",US ,0,faith ,14,3,Frankie Hutto ,0,1,1,1,0,0
250,250,Los del túnel,es,FALSE,0,/ngNRRaZzrZYekjfBGavgF5ciK2u.jpg,,427109,tt5066598,4.9,587,4.505,/kz6O0JgdXdTKddmY4SThac56VZP.jpg,1/20/2017,1095349,95,Released,,The Tunnel,FALSE,4.5,42,Drama ,Pólvora Films ,,"es,",ES ,0,survival ,29,23,Pepón Montero ,0,1,1,1,0,0
254,254,Çalgı Çengi İkimiz,tr,FALSE,3912363,/qqCSxha6w53cpc5DeDfju37Z2pW.jpg,,449262,tt5910350,5.7,4180,3.557,/AsYJh4oTvwQ7lL9QiUcPepu4NaT.jpg,1/6/2017,9072414,0,Released,,Çalgı Çengi İkimiz,FALSE,5.7,19,Comedy ,TR 40 33 Production ,Çalgı Çengi Collection,"tr,",TR ,0,,8,4,Héctor Valdez ,0,0,0,0,0,0
261,261,House of Deadly Secrets,en,FALSE,2000000,/9kOrEX7heT13rjhfyAyp1BjWdpN.jpg,,523443,tt7930006,5,503,4.088,/NIuR2UnXpG2RnkTc8gG6gEupGZ.jpg,1/1/2017,0,86,Released,,House of Deadly Secrets,FALSE,4.8,12,Thriller ,,,"en,lt,",,0,,8,4,Doug Campbell ,0,1,0,0,0,1
268,268,Deviance,en,FALSE,18,,,472814,tt4386918,3.5,23,2.06,/zCdhtRWbIUCJv0eA4znFhEo99FB.jpg,1/1/2017,0,78,Released,Two very different young gay men try desperately to escape their demons and cover up their gruesome crimes.,Deviance,FALSE,5,3,Horror ,Let it Reign Productions ,,"en,",US ,0,horror ,7,1,James Hennigan ,0,1,0,1,0,0
272,272,The White King,en,FALSE,2494400,/ssmjSDtQ2qI49evzLU8GY5PHKAC.jpg,http://www.thewhiteking.film,364410,tt4211312,5.8,4436,3.456,/cmMQKG8ca4xZLy9BtpXMfLXoIR2.jpg,1/27/2017,0,89,Released,The hardest thing to break is the human spirit.,The White King,FALSE,5.3,33,Drama ,Proton Cinema ,,"en,",HU ,0,based on novel or book ,10,17,Jörg Tittel ,1,1,1,1,0,0
274,274,ജോമോന്‍റെ സുവിശേഷങ്ങൾ...,ml,FALSE,1000000,/j0fPGlGxaTSqytWloTW392RE1hZ.jpg,,432583,tt6059074,6.7,2695,3.745,/7aUDgLbzY5ETJn2GLihd6zodT5f.jpg,1/19/2017,6000000,157,Released,,Jomonte Suvisheshangal,FALSE,6.4,26,Comedy ,Full Moon Cinema ,,"ml,ta,",IN ,0,parent child relationship ,17,11,Sathyan Anthikad ,0,1,0,1,0,1
315,315,Swamp Ape,en,FALSE,20000,,,435007,tt6363646,2.8,227,2.432,/tZBvAtp5nZMBv3bZmMhRVMAIzgL.jpg,1/1/2017,0,59,Released,,Swamp Ape,FALSE,3.4,5,Comedy ,Hollyward Entertainment ,,"en,",US ,0,florida ,12,2,Geoff Ward ,0,1,0,1,0,0
335,335,Saatanan kanit,fi,FALSE,119000,/xpaL2Ehi1CEsDluR6pXQUZYSObe.jpg,,437538,tt6395008,7.1,278,1.702,/v0EwMl7cRxfIKY14dE8Y2N4Ohjo.jpg,1/20/2017,0,17,Released,,Fucking Bunnies,FALSE,6.5,4,Comedy ,Komeetta ,,"fi,",FI ,0,satanism ,5,3,Teemu Niukkanen ,0,0,0,1,0,0
355,355,മുന്തിരിവള്ളികള്‍ തളിര്‍ക്കുമ്പോള്‍,ml,FALSE,1300000,/tjyhdTdtbpERyrypoZquo7uc7ul.jpg,,422892,tt6097918,7,2249,1.418,/rAUZc4E6YOg4z7QPgsmxgRonj10.jpg,1/20/2017,6300000,154,Released,My life is my wife,Munthirivallikal Thalirkkumbol,FALSE,6.8,12,Comedy ,Weekend Blockbusters ,,"ml,",IN ,0,parent child relationship ,30,11,Jibu Jacob ,0,1,0,1,0,0
364,364,శతమానం భవతి,te,FALSE,1200000,/sjzilg0o3Ynd1kbQi6xUdrw7JfY.jpg,,435410,tt6417204,7.1,1124,1.876,/jYlG2qUdmaeCerlbqyJwBYyeF7u.jpg,1/14/2017,8100000,135,Released,,Shatamanam Bhavati,FALSE,5.4,5,Drama ,Sri Venkateswara Creations ,,"te,",IN ,0,,18,8,Satish Vegesna ,0,1,0,0,0,0
365,365,Framed: The Adventures of Zion Man,en,FALSE,35000,,http://framedthefilm.org/,525732,tt4965104,6.9,23,1.87,/t1LCRnvQYUKicP9UDC863sFVmPv.jpg,1/28/2017,0,10,Released,,Framed: The Adventures of Zion Man,FALSE,0,0,Animation ,Gravitate Entertainment ,,"en,",US ,0,short ,21,13,Brenda Lee Lau ,0,1,0,0,0,0
421,421,52 Hz I Love You,zh,FALSE,2650000,,,437962,tt6327400,5.9,407,1.468,/xdCTJXJQNCKOQ4dH2rOPwWmPZ4V.jpg,1/26/2017,1500000,109,Released,,"52Hz, I Love You",FALSE,3.6,5,Romance ,Vie Vision Pictures ,,"zh,",TW ,0,musical ,9,10,Wei Te-sheng ,0,0,0,0,0,0
425,425,Die reine Notwendigkeit,en,FALSE,1000000,,,437938,tt7323612,6.5,6,1.729,/y8H927B1mprzdRVGrBNKYA7HZM2.jpg,1/29/2017,0,50,Released,,The Pure Necessity,FALSE,0,0,,,,"en,",,0,,0,1,David Claerbout ,0,0,0,0,0,0
433,433,Ritter Rost - Das Schrottkomplott,de,FALSE,0,/dwjyFNiY9cBLQIPDtvBkWHtBSRV.jpg,,425222,tt6198412,5.6,70,0.853,/e0zIrqBKvBqwZ48mKFK5D7E4KC2.jpg,1/19/2017,209309,0,Released,,Knight Rusty 2: Full Metal Racket,FALSE,5.5,4,Family ,Caligari Film- und Fernsehproduktions ,,"en,de,",DE ,0,,19,4,Marcus Hamann ,0,1,1,0,0,1
438,438,Freddie Freaker Innovates Your Soul,en,FALSE,1,,,657219,,,,0.84,/5Oh1eQxM7RpZ3jdRSlBlPtthxO5.jpg,1/8/2017,0,1,Released,Freddie Freaker Saves The Day,Freddie Freaker Innovates Your Soul,FALSE,0,0,Music ,Mobanga Films ,,,,0,experimental ,0,2,Muhat Mobanga ,0,0,0,0,0,0
445,445,Majaz: Ae Gham-e-Dil Kya Karun,hi,FALSE,25,,,502524,,,,0.84,/1e3joApBk4I2e2yvaDd0haGnCtQ.jpg,1/20/2017,2,158,Released,,Majaz: Ae Gham-e-Dil Kya Karun,FALSE,0,0,Drama ,,,"hi,",,0,,9,6,Ravindra Singh ,0,1,0,0,0,0
482,482,「ブレイカー」,ja,FALSE,5960,/9yLlnqU0S0CWEMr44D5t6D8fLrr.jpg,,463668,tt6857848,7.3,457,0.797,/7WXKEzR4HbsMp2wXd5mMBsjgfK8.jpg,1/1/2017,0,11,Released,,Breaker,FALSE,5.2,5,Science Fiction ,,,"ja,",JP ,0,cyberpunk ,3,6,Philippe McKie ,0,0,0,1,0,0
484,484,Desobediencia o cómo entrenar gallos de pelea,es,FALSE,30000,,,706627,tt7051020,,,1.459,/clmcQ5ManTjPkpOT7n44ejN6Gyq.jpg,1/17/2017,0,86,Released,,Disobedience or How to Train Fighting Roosters,FALSE,0,0,Thriller ,,,"es,",CO ,0,,5,1,Tuchí Ortiz ,0,0,0,0,0,0
504,504,Mississippi Madam: The Life of Nellie Jackson,en,FALSE,9000,,,620647,tt7133580,6.7,107,1.224,/nRSGri1OzK4MNignqIanUpLGDfR.jpg,1/1/2017,0,81,Released,"The myth, the truth ...",Mississippi Madam: The Life of Nellie Jackson,FALSE,4,1,,,,"en,",,0,,0,0,Alberto Boldini ,0,0,0,0,0,0
509,509,Five Minutes,en,FALSE,8000,/zarvaqcRyN03qPdBYiZdZEq5ZSq.jpg,https://fiveminutesfilm.tumblr.com/,554905,tt6662050,6.7,50,1.206,/bZv6CMFVauqrsIQ1cAzi0Mct2mB.jpg,1/18/2017,0,10,Released,,Five Minutes,FALSE,0,0,Comedy ,Section 5 ,,,US ,0,elementary school ,12,4,Justine Bateman ,0,0,0,1,0,0
519,519,Romeo's Distress,en,FALSE,2553,,http://www.Frumess.com/romeosdistress,479765,tt4058910,5.6,110,1.162,/912XS50D1niVHt1i4xw9koxriAK.jpg,1/20/2017,0,83,Released,Why does love have to be this way?,Romeo's Distress,FALSE,8,2,Drama ,Frumess Films ,,"en,",US ,0,bizarre ,9,12,Jeff Frumess ,0,1,0,1,0,0
529,529,Long Night in a Dead City,en,FALSE,25000,,https://www.facebook.com/LongNightDeadCity/,458832,tt6304610,7.5,12,0.683,/qkrX31gAuB0PLuxXRwPljTCB4FR.jpg,1/1/2017,0,90,Released,,Long Night in a Dead City,FALSE,0,0,Mystery ,Scorpio Film Releasing ,,"en,",US ,0,,7,1,Richard Griffin ,0,0,0,0,0,0
545,545,The Real Wi-Fi of Baltimore,en,FALSE,6000,,http://juliakimsmith.com/projects/the-real-wifi-of-baltimore,453972,tt6334634,,,1.102,,1/20/2017,0,3,Released,,The Real Wi-Fi of Baltimore,FALSE,0,0,Comedy ,,,"en,",US ,0,internet ,2,4,Julia Kim Smith ,0,0,0,1,0,0
552,552,Soldat de plomb,fr,FALSE,1000,,https://www.anjemcanique.com,496845,tt5544058,8.6,10,0.661,/rreym6D0jHwRbbcyAxCNblw1KXE.jpg,1/2/2017,0,28,Released,A brutal kidnapping sends a man on a violent quest to get his girlfriend back.,Tin Soldier,FALSE,0,0,Thriller ,,,"fr,",,0,martial arts ,15,2,Jérôme Pham Van Bouvier ,0,1,0,1,0,0
587,587,గౌతమిపుత్ర శాతకర్ణి,te,FALSE,6000000,/c8DbqWKTwL9jmvEzVDswJgrMHgN.jpg,https://www.gautamiputrasatakarni.com/,434395,tt5832544,6.5,1956,1.4,/9l3ZioZdzKPT524wmXIt2iyxlMk.jpg,1/12/2017,12000000,135,Released,,Gautamiputra Satakarni,FALSE,3.4,7,History ,First Frame Entertainment ,,"te,",IN ,0,2nd century ,10,26,Radha Krishna Jagarlamudi ,0,1,0,0,0,0
591,591,Whiteblood,en,FALSE,450000,/oCvtIAGpGkYOjAwSpb9Kl3R0sAd.jpg,,681506,tt7115466,6.5,20,0.927,/qOvK3BKmLmKhawZV7uNuv66GVHs.jpg,1/19/2017,0,82,Released,,Whiteblood,FALSE,0,0,Action ,ITN Movies ,,"es,en,",US ,0,,38,6,Ben Butler ,0,1,0,0,0,1
607,607,Life After Death: Quantum Realms,en,FALSE,1000000,/jlpnuqmG3vO70LbZIx1RsEamIIX.jpg,http://www.reality-entertainment.com/films/titles/life-after-death,728965,tt7805396,,,1.395,/bY5hl133WDOUtngsS18mjOCuNLE.jpg,1/1/2017,0,60,Released,Soul continues on a quantum level – scientists reveal,Life After Death: Quantum Realms,FALSE,0,0,Documentary ,Reality Entertainment ,,"en,",US ,0,metaphysics ,1,2,Philip Gardiner ,0,0,0,1,0,0
611,611,Haunt Me,en,FALSE,10000,,https://www.parkerbrennon.com/hauntme,504922,tt6088978,8.7,32,0.89,/laFzJa7f8ENTMgiKCiMEEAUqILp.jpg,1/14/2017,0,13,Released,Angie's dying to see a ghost,Haunt Me,FALSE,0,0,Comedy ,,,"en,",US ,0,haunted house ,7,7,Parker Brennon ,0,1,0,1,0,0
617,617,Jas,en,FALSE,7000,,http://www.jasfilm.com,408026,tt5882700,,,0.883,,1/1/2017,0,15,Released,"A story of the desire to escape, and the impossibility of escaping oneself.",Jas,FALSE,0,0,,Trueman Productions ,,,GB ,0,woman director ,7,12,Alice Trueman ,0,0,1,0,0,0
675,675,The Haunting of Mia Moss,en,FALSE,30000,,,445845,tt5063368,6.3,17,0.84,/1GRsgWx8VK5T7f0If5X9l55RYyv.jpg,1/13/2017,0,NA,Released,You will see them.,The Haunting of Mia Moss,FALSE,5,1,Horror ,Zelch Carnahan Productions ,,,US ,0,,3,1,Dustin Hubbard ,0,0,0,0,0,0
704,704,Bienvenido Don Goyito,es,FALSE,180000,,,428958,tt6071434,8.7,6,0.811,,1/1/2017,0,115,Released,,Bienvenido Don Goyito,FALSE,0,0,Comedy ,Corporación de Puerto Rico para la Difusión Pública ,,"es,",PR ,0,,12,21,Gilo Rivera ,0,0,0,0,0,0
730,730,Luckunnodu,te,FALSE,9,/nJLqSFWMd3YEeREByn9YbyHtmXH.jpg,,440454,tt6237548,5.6,738,0.868,/aKgfpz5ijRIkYDnTR3ZOzjHYrUc.jpg,1/26/2017,15,116,Released,,Luckunnodu,FALSE,0,0,Comedy ,MVV Cinema ,,"te,",IN ,0,,6,8,Raaja Kiran ,0,1,0,0,0,0
741,741,KL24: Zombies,en,FALSE,45178,,http://www.doghouse73pictures.tv/kl24zombies,440085,tt6508770,5.4,69,0.678,/2jReN3c2K5KkNOZ3ZEAHCdez3ps.jpg,1/8/2017,0,77,Released,,KL24: Zombies,FALSE,7.5,2,Comedy ,Doghouse73 Pictures ,,"en,ms,",MY ,0,zombie ,17,10,Shamaine Othman ,0,1,0,0,0,1
763,763,Rocksteppy,en,FALSE,19000,,https://www.facebook.com/PhilAndColin/,496740,tt3739704,,,0.92,/qYBSagoMAMj9HZa8zNS9UOsiTBR.jpg,1/1/2017,0,77,Released,Two Brothers. One Dog. Same Dream.,Rocksteppy,FALSE,10,2,Music ,Dilleywood Productions ,,"en,",US ,0,mockumentary ,5,9,Jake Dilley ,0,1,0,0,0,0
764,764,West Lane Shutter,en,FALSE,250,,,493424,tt5978552,,,0.661,/2fPVksmFlMGwz6wCD3OI5Q42Bsg.jpg,1/5/2017,0,NA,Released,,West Lane Shutter,FALSE,0,0,,Open Space Co ,,"en,",US ,0,,6,2,Angelo Guevara-Malavé ,0,0,0,0,0,0
767,767,ਸਰਵਣ,pa,FALSE,700000,,,435029,tt6256468,5.8,135,0.67,/9eupRSlbFeLOR1FmrLbQCQ1sDWs.jpg,1/13/2017,2100000,116,Released,,Sarvann,FALSE,9,2,Comedy ,Purple Pebble Pictures ,,"pa,",IN ,0,,5,4,Karaan Guliani ,1,1,0,0,0,0
781,781,Cabin Crew,en,FALSE,1000000,,,503482,tt4923992,8.3,11,0.607,/gyWz8ExyCMIss5YZBp1X7HVHAA1.jpg,1/7/2017,0,NA,Released,,Cabin Crew,FALSE,0,0,Adventure ,C2C Media ,,"en,",US ,0,,12,11,Dino Maglaris ,0,0,1,0,0,0
801,801,GG Bond: Guarding,en,FALSE,0,/se8iZkHGNJ23u4diCMOASKmEfUi.jpg,,638351,tt6437856,,,0.631,/uwqZSwSGpIyUqi0atzblsyvlQDf.jpg,1/7/2017,6821075,91,Released,,GG Bond: Guarding,FALSE,6,1,Animation ,Guang Dong Animation ,,,CN ,0,,8,2,Jinming Lu ,0,1,1,0,0,0
811,811,POE 4: The Black Cat,en,FALSE,50000,,https://www.facebook.com/POE-4-The-Black-Cat-183971572077440/,432896,tt6384694,4.4,23,0.6,/nGbZgLrdmwDu7zxInzCm9Xj1WDi.jpg,1/1/2017,0,79,Released,this time is not just a  cat...,POE 4: The Black Cat,FALSE,10,1,Horror ,Enchanted Architect ,,"en,",IT ,0,cat ,5,3,Chris Milewski ,1,0,1,1,0,0
823,823,Your Day,en,FALSE,30000,,,749470,tt6152160,8.5,66,0.601,/m6noxJXariDGQSxw7EGNOqDuhbh.jpg,1/1/2017,0,32,Released,,Your Day,FALSE,0,0,Drama ,,,"en,",,0,,4,2,Ginger Gonzaga ,0,0,0,0,0,0
969,969,Måste Gitt,sv,FALSE,0,,,744240,,,,0.6,/qYxg1EpOCf2tuWrRQL55PpOCti1.jpg,1/6/2017,14430,97,Released,,Måste Gitt,FALSE,0,0,Comedy ,Film i Väst ,,"sv,",SE ,0,sweden ,15,1,Ivica Zubak ,0,1,1,1,0,0
977,977,Getting it Like a Fly (Part 2),en,FALSE,20,/fBcns3TtsCaWa13UNbix5WOIAQZ.jpg,https://www.youtube.com/watch?v=lyIYirY-zsY,741288,,,,0.6,/46IQB3TLwWBSohIKFPjci7FXCkr.jpg,1/22/2017,0,25,Released,"Get it like a fly, bitch.",Getting it Like a Fly (Part 2),FALSE,0,0,Drama ,Simple Drum Pictures ,,,US ,0,,10,5,Rodiji Andover ,0,1,0,0,0,0
981,981,Demon Mind,ru,FALSE,2500,/c9fL1WX0ahgtmiJYh0C1uRgGiqC.jpg,,739399,tt6223862,2.1,34,0.6,/d2y7lMJUVr2hcXMLuNHz1DldyWv.jpg,1/31/2017,0,60,Released,,Demon Mind,FALSE,0,0,Horror ,Shan's Horror Films ,,"ru,",RU ,0,,19,37,Alex Wesley ,0,0,0,0,0,0
1031,1031,My Redcoat,en,FALSE,35,,https://www.youtube.com/watch?v=Rk2Zbx6BCfA&t=13s,722837,,,,0.6,/31H2sWEaNud7mXp2C93giCViAr8.jpg,1/13/2017,0,25,Released,"Boy, You Lookin' Like a Stop Sign!",My Redcoat,FALSE,0,0,War ,My Slav Productions ,,,US ,0,,9,17,Sean Dillon ,0,1,0,0,0,0
1052,1052,Particles,en,FALSE,6000,,,717037,tt6023252,,,0.6,/mk36Yr9XE9vqNRf1qzdEs8C2WJZ.jpg,1/1/2017,0,7,Released,,Particles,FALSE,0,0,Science Fiction ,,,,,0,,0,1,Josh Beck ,0,0,0,0,0,0
1154,1154,In Arms,en,FALSE,5000,,,692789,tt7014752,5.4,17,0.6,/aeMZyVC7aedodvUS49aamwspxvZ.jpg,1/17/2017,0,9,Released,,In Arms,FALSE,0,0,Drama ,,,,US ,0,,2,6,Lukas Cox ,0,0,0,0,0,0
1171,1171,Classic Game Room Feature Review of Musha,en,FALSE,8500,,,690573,,,,0.6,/UpUljKltBdlwQpwdbYQiyvAelN.jpg,1/1/2017,0,100,Released,,Classic Game Room Feature Review of Musha,FALSE,0,0,Comedy ,,,"en,",US ,0,video game ,1,2,Mark L. Bussler ,0,0,0,1,0,0
1362,1362,Blade Of Honor,en,FALSE,51000,,http://bladeofhonor.tv,633183,tt4503366,7.6,24,0.6,/3HuYmWpeLEZ89r2NUSWerSNDODn.jpg,1/2/2017,0,39,Released,"Blade of Honor is an epic and bold science fiction which brings together the talent and experience from successful productions such as Star Trek: Deep Space Nine, Battlestar Galactica, Heroes.",Blade Of Honor,FALSE,10,1,Science Fiction ,LEM Studio Productions ,,"en,",,0,,7,1,Mark Edward Lewis ,0,0,0,0,0,0
1368,1368,La astucia y la fuerza,es,FALSE,1000,,,631958,tt7111744,,,0.6,/8nxpKakRRHfesVmNFGgKOxoKpfg.jpg,1/1/2017,0,0,Released,,La astucia y la fuerza,FALSE,0,0,Documentary ,Colectivo Rutemberg ,,"es,",AR ,0,demonstration ,2,15,Francisco Novick ,0,0,0,1,0,0
1394,1394,El Duelo Weird,it,FALSE,2000,/fVKIBAf2O1TINKZUarRtu0YJcO7.jpg,,621175,,,,0.6,/vyF1xwtORkyozgVuypCJzPjOkga.jpg,1/5/2017,0,NA,Released,,El Duelo Weird,FALSE,0,0,Science Fiction ,,,,IT ,0,,4,9,Fabio Serpa ,0,1,0,0,0,0
1423,1423,María Bonita,es,FALSE,4009,,,610202,,,,0.6,/la85amDE6w8COCanz7eVo8PB1cx.jpg,1/1/2017,0,21,Released,,María Bonita,FALSE,0,0,Documentary ,,,"es,",,0,lgbt ,0,1,Roxana Anaya ,0,0,0,0,0,0
1447,1447,En Garde!,en,FALSE,30000,,,605414,tt6505498,,,0.6,/ltadlskP12RuzuSm2BDPa5WMlUk.jpg,1/1/2017,0,NA,Released,,En Garde!,FALSE,0,0,,,,,,0,,0,1,Karolyn Szot ,0,0,0,0,0,0
1466,1466,다방의 푸른 꿈,ko,FALSE,0,,,601068,,,,0.6,/vZZBCelmkF522ZunCMDgU0m8kXA.jpg,1/26/2017,5041,69,Released,,Try to Remember,FALSE,0,0,Documentary ,INDELINE ,,"ko,",KR ,0,girl group ,0,7,Kim Dae-hyun ,0,0,1,1,0,0
1495,1495,Akornatsinniitut - Tarratta Nunaanni,kl,FALSE,67000,/lDzCHGOW0UkAGV1gTCDH4YhTN1T.jpg,,594551,,,,0.6,/rjlMrJPRYRRMR77fAf0omsz1EaL.jpg,1/1/2017,0,93,Released,,Among Us - In the Land of Our Shadows,FALSE,0,0,Science Fiction ,Furos Image ,,"kl,",GL ,0,greenland ,8,11,Marc Fussing Rosback ,0,1,0,0,0,0
1499,1499,House of Teeth,en,FALSE,20000,,https://houseofteethfilm.com/index.html,594316,tt8388242,,,0.601,/32x9zUPgCmSutuvuej9rALnA9kK.jpg,1/5/2017,0,25,Released,,House of Teeth,FALSE,0,0,Drama ,,,"en,",US ,0,,5,21,Susanna Styron ,0,0,0,0,0,0
1643,1643,Silhouettes,en,FALSE,60000,/30cKgRGEAzgbj9RNxd9kApc9gGg.jpg,https://www.silhouettesfilm.com,563035,tt2150068,6.2,8,0.6,/9pXyEOaIpo24LT1OxWwss4XdhCs.jpg,1/1/2017,0,88,Released,,Silhouettes,FALSE,6,1,Drama ,,,"en,",US ,0,,2,1,Gustavo Bernal-Mancheno ,0,0,0,0,0,0
1672,1672,"Clairton Coke Works, Clean Up Our Air",en,FALSE,1,,https://www.youtube.com/watch?v=MKM_y5tJ6tU,555205,tt9150132,,,0.6,/7KszdQ5oWyYCVQv4PiIB9hk7mUZ.jpg,1/1/2017,0,27,Released,,"Clairton Coke Works, Clean Up Our Air",FALSE,10,1,Documentary ,,,,US ,0,environmental ,0,5,Matt Brosey ,0,0,0,1,0,0
1713,1713,Weeji,en,FALSE,2000,,,549689,tt6264988,7.1,29,0.6,/pf7eSfKFSKcbQxH2lWKvZhSwGhq.jpg,1/1/2017,0,5,Released,,Weeji,FALSE,7,1,Comedy ,,,,,0,short ,6,2,Allisyn Ashley Arm ,0,0,0,0,0,0
1771,1771,The Results,en,FALSE,85,/oEBZLXdZcSokGRiZcFzSHUeb8D6.jpg,https://vimeo.com/196933594,536527,tt7272290,,,0.6,/cbH7MBBq3E1KrfwAnLrrzYc99i7.jpg,1/13/2017,0,5,Released,,The Results,FALSE,0,0,Drama ,BT Productions ,,"en,",US ,0,pregnancy ,2,3,Eric Wehrle ,0,0,0,0,0,0
1956,1956,Who Is Elmore Dean?,en,FALSE,15000,,,526792,tt4848112,,,0.6,,1/1/2017,0,6,Released,,Who Is Elmore Dean?,FALSE,0,0,Drama ,,,"en,",US ,0,songwriter ,1,2,Max Rothman ,0,1,0,1,0,0
2044,2044,Dogs,en,FALSE,10,,,518218,,,,0.6,/j8da8JN3hYyv9AThkeCdesBWWI0.jpg,1/17/2017,150,1,Released,When the Humans are away... the Dogs come out to play.,Dogs,FALSE,10,1,Documentary ,,,"en,",US ,0,,0,1,Brady Sanders ,0,0,0,0,0,0
2046,2046,Libertad,es,FALSE,10000,,,518009,tt6530588,7.2,29,1.352,/pupWVyDe5KgiAjEOETZnQbkjQ4z.jpg,1/27/2017,0,90,Released,,Libertad,FALSE,0,0,Action ,Factoría Integral del Audiovisual ,,"es,",,0,,6,4,Boris Varela ,0,1,1,0,0,0
2117,2117,Camera Ka Darr,en,FALSE,35366,,http://www.bernd-luetzeler.de/project/camera-threat/,508336,tt6425836,8.1,7,0.6,/8qQxaFD2YFxwKnQVokVxdTBfEOL.jpg,1/1/2017,0,30,Released,,Camera Threat,FALSE,0,0,Comedy ,,,"en,hi,",DE ,0,,0,4,Bernd Lützeler ,1,1,0,0,0,1
2126,2126,KOKODA: The Spirit Lives,en,FALSE,62524,/5g602HUXAW4hOgHYTugcyTUNBhw.jpg,http://www.kokodathespiritlives.com/#kokoda-the-spirit-lives,506590,,,,0.6,/9ukIXhtwFP5RyVDN5cwcbrg52kS.jpg,1/20/2017,0,81,Released,,KOKODA: The Spirit Lives,FALSE,8,1,War ,Lime Tree Studios ,,,AU ,0,,1,8,Patrick Lindsay ,0,1,0,0,0,0
2162,2162,Kings of Ktown,en,FALSE,16000,/rsFI1bMsmAsuRTUe6dgB3rHAybL.jpg,http://kingsofktown.com/,500165,tt6426928,5.1,11,0.6,/80zm9OlkW9Ew0KM9jb20R2uOmRE.jpg,1/4/2017,0,99,Released,,Kings of Ktown,FALSE,0,0,Comedy ,,,"en,ko,",,0,,0,1,Daniel Park ,0,0,0,0,0,1
2165,2165,Hospital Green,en,FALSE,25000,,,499862,tt7528522,,,0.6,/j2Uuw3Q3xFwCLPH81pEGzn3IMB6.jpg,1/1/2017,0,12,Released,,Hospital Green,FALSE,0,0,Drama ,,,"en,",US ,0,,2,6,Lena Gora ,0,1,0,0,0,0
2242,2242,Rekindled,en,FALSE,10000,,,485609,tt6000824,6.5,16,0.6,/yedtX2T3I67LtewJsjFXDrrHjyt.jpg,1/20/2017,0,13,Released,,Rekindled,FALSE,7,1,Romance ,,,"en,",,0,,5,12,Erin Brown Thomas ,0,1,0,0,0,0
2247,2247,The Quandary,en,FALSE,500,/gokuAp04VO4QR55122hdnaBhfRh.jpg,https://www.youtube.com/watch?v=zPHb0qQhiNg,484506,,,,0.6,/rNc5QMhS1fdWqjS0FvDaw7Yto6B.jpg,1/17/2017,0,12,Released,The Quandary,The Quandary,FALSE,10,1,Crime ,,,"en,",,0,assassination ,3,26,Paul Williams ,0,1,0,1,0,0
2272,2272,Chingisiin huuhduud,mn,FALSE,1200000,/jamrzwrbntZPP4gNHq8NF8FrtIR.jpg,,479750,tt5858514,8.2,863,0.601,/7owULLSamMPIs8k9hCTfz1a1N4S.jpg,1/1/2017,806000,101,Released,,Children of Genghis,FALSE,0,0,Adventure ,Mongol Film Group Los Angeles ,,"mn,",MN ,0,genghis khan ,15,4,Zolbayar Dorj ,0,1,1,1,0,0
