"","X","original_title","original_language","adult","budget","backdrop_path","homepage","id","imdb_id","popularity","poster_path","release_date","revenue","runtime","status","tagline","title","video","vote_average","vote_count","genre","production_companies","belongs_to_collection","spoken_languages","production_countries","review_count","keywords","cast_size","crew_size","director"
"40",40,"Un sac de billes","fr","False",21400000,"/tPjbpTt4S1q7uTSXWscHq7gmd2u.jpg","http://www.gaumont.fr/fr/film/Un-sac-de-billes.html",398924,"tt5091612",8.452,"/57C8wLEoeJ9vVqZarsfx54YEWxS.jpg","2017-01-18",10898998,110,"Released","Home Is Where Family Is","A Bag of Marbles","False",7.9,604,"Drama,War,","TF1 Films Production,Forecast Pictures,Main Journey,Gaumont,Quad Productions,IDL Films,Compagnie Cinématographique, La,Panache Productions,Proximus,Okko Production,","","fr,yi,de,ru,","CZ,FR,CA,",0,"1940s,occupied france,brother brother relationship,",21,23,"Christian Duguay,"
"46",46,"The Yellow Birds","en","False",12000000,"/m8af6o4QvIenUykItCJbj6rv9i3.jpg","https://cinelou-films.com/the-yellow-birds/",383585,"tt3739110",9.053,"/rCJwKafIkkt1Z0sMhhJWGox99hB.jpg","2017-01-21",0,96,"Released","There Are Moments That Test Us And Choices That Define Us","The Yellow Birds","False",5.8,91,"War,Drama,","Cinelou Films,Echo Films,Story Mining and Supply Company,Lionsgate,","","en,","US,",0,"based on novel or book,soldier,violence,iraq war,virginia,",11,15,"Alexandre Moors,"
"60",60,"Невеста","ru","False",1500000,"/me5utxTz6hlEgAeQisexKHP27ZU.jpg","",422715,"tt6095090",7.651,"/aKKanGgtgHxrdb1e7OKxbvpio04.jpg","2017-01-19",6945256,90,"Released","","The Bride","False",5.9,258,"Mystery,Horror,Thriller,","Focus Plus Cinema,","","ru,","RU,",0,"",15,9,"Svyatoslav Podgaevsky,"
"64",64,"Bitter Harvest","en","False",20000000,"/7Oe8Zq25xS258IEoAjMLuYLsLha.jpg","http://www.bitterharvestfilm.com/",403390,"tt3182620",6.863,"/5MpJXoATrYEjbZaFiW86bImAtGr.jpg","2017-01-31",557241,103,"Released","","Bitter Harvest","False",6,58,"War,Drama,History,Romance,","Andamar Entertainment,Devil's Harvest Production,","","en,ru,","CA,",0,"ukrainian village,holodomor,",35,40,"George Mendeluk,"
"67",67,"काबिल","hi","False",5200000,"/g3d5MYUqZGl7t1Oncm2TJ7mfNWd.jpg","",403867,"tt5460276",7.285,"/ojs8b5N2BgFYoHCSb6vu0egZb6v.jpg","2017-01-26",0,139,"Released","The Mind Sees All!","Kaabil","False",7,89,"Action,Thriller,Drama,","Film Kraft,","","hi,","IN,",0,"corruption,rape,revenge,murder,blindness,blind man,",9,33,"Sanjay Gupta,"
"74",74,"Cartels","en","False",7000000,"/2q4De2NH8dUk8jjWNw2IZ7pEcHx.jpg","",412678,"tt4949290",7.088,"/hntfcFInlqCS6gyBOVP5DfU3oX.jpg","2017-01-23",37766,99,"Released","","Cartels","False",4.8,31,"Crime,Action,","Action House,Daro Film Distribution,24TL Productions,","","en,","RO,US,",0,"ambush,assault,drug lord,luxury hotel,dea,",15,45,"Keoni Waxman,"
"76",76,"西游·伏妖篇","zh","False",63300000,"/w7ghzBgSkAsf4b2NrMr7N54pkBS.jpg","",435800,"tt5273624",5.723,"/aBwcH7Wb1j14s2YsNeKkOIAUBuw.jpg","2017-01-28",731607,109,"Released","","Journey to the West: The Demons Strike Back","False",6.1,48,"Adventure,Fantasy,Action,","Star Overseas,","Journey to the West Collection","zh,","CN,",0,"kung fu,monkey king,",12,6,"Tsui Hark,"
"85",85,"Nieve negra","es","False",4000000,"/beTJ0f6hbTARQdb9bmjQdntFRGy.jpg","",425942,"tt5614612",6.603,"/9gGGvfJIGE1g0aqqOPkqRwIlKqu.jpg","2017-01-19",1440000,90,"Released","Would you be able to keep a secret?","Black Snow","False",6.1,122,"Mystery,Drama,Crime,Thriller,","Telefe,A Contracorriente Films,Pampa Films,DirecTV,","","es,","ES,AR,",0,"isolation,cabin,snow,hunt,dark past,",10,4,"Martín Hodara,"
"86",86,"Bright Lights: Starring Carrie Fisher and Debbie Reynolds","en","False",10000000,"/cb2Qv6c5eFEhOwGjzOGO0OUf9pW.jpg","http://www.hbo.com/documentaries/bright-lights-starring-carrie-fisher-and-debbie-reynolds",398738,"tt5651050",7.467,"/l81ArRwCIyXM0cDtCcprOGrfnaR.jpg","2017-01-11",0,95,"Released","A different kind of Hollywood love story.","Bright Lights: Starring Carrie Fisher and Debbie Reynolds","False",7.7,59,"Documentary,","HBO,","","en,","GB,US,",0,"mother,daughter,hollywood,woman director,",6,19,"Alexis Bloom,"
"90",90,"Kedi","tr","False",0,"/x4yZrzpiVhdWV6Q5KURqiezChbV.jpg","http://www.kedifilm.com",392011,"tt4420704",7.977,"/hfAUmcpDLboVxRTAmalSTHA8UZ7.jpg","2017-01-08",5037923,79,"Released","A cat meowing at your feet, looking up at you, is life smiling at you...","Kedi","False",7.6,187,"Documentary,","Termite Films,","","tr,","TR,",1,"cat,artist,fisherman,kitten,woman director,cat lady,",8,6,"Ceyda Torun,"
"100",100,"Tom of Finland","fi","False",4200000,"/5lEt6rsjPZDA8p6OOh1NcEFaLlK.jpg","http://tof.fi/",405204,"tt5226984",5.93,"/VsyYMo3A8z0iHR0Hfuj0ZFtIQJ.jpg","2017-01-27",0,115,"Released","They called it filth. It became a revolution.","Tom of Finland","False",7,76,"Drama,","Helsinki Filmi,Fridthjof Film,Neutrinos Productions,Anagram,","","de,fi,en,","IS,FI,US,SE,DK,DE,",0,"biography,male homosexuality,gay history,",10,18,"Dome Karukoski,"
"104",104,"In Extremis","en","False",3400000,"/kIG9y4mqw6WwpvvVatP0m3TRQcG.jpg","http://www.gspstudios.co.uk/gspfilms/inextremis/",461496,"tt4081012",5.825,"/884W5RBOIUYlrfE0GG86DW2X6VA.jpg","2017-01-01",0,93,"Released","It's the end of their world","In Extremis","False",6.5,6,"Horror,Thriller,","Goldfinch Studios,Media Pro Five Limited,Media Pro Six,","","en,","GB,",0,"nightmare,apocalypse,executive,cataclysmic storm,",9,3,"Steve Stone,"
"108",108,"Bad Kids of Crestview Academy","en","False",5000000,"/mjRt50qwFKjNP4fjm05Cw1DJ3Aj.jpg","https://www.crestview-academy.com/",426580,"tt3349578",5.052,"/p2O2uHbWRTfLrJw66mFY6eCwuuw.jpg","2017-01-13",0,100,"Released","Detention sucks but it's killer fun","Bad Kids of Crestview Academy","False",5.3,31,"Comedy,Fantasy,Mystery,Science Fiction,Thriller,","BKG2H Productions,Bad Kids,","Bad Kids Collection","en,","US,",1,"school,based on graphic novel,",14,3,"Ben Browder,"
"109",109,"Lemon","en","False",0,"/9Qyr7lcDOU7jdDYOfrOaFVwo8Ep.jpg","",428585,"tt5973364",5.724,"/o3jq9XldDbI0KhmLvTUtuLkH2ad.jpg","2017-01-22",29258,83,"Released","","Lemon","False",4.8,26,"Drama,Comedy,","Killer Films,Cryk Productions,Burn Later Productions,","","en,","US,",0,"blindness,woman director,",16,19,"Janicza Bravo,"
"130",130,"The Resurrection of Gavin Stone","en","False",2000000,"/whMHXnCnWXsm5TcJMJXnak9WDxl.jpg","",422114,"tt4902904",5.505,"/mby5ISXFVRFSDUkpFDGCZ4k5rTn.jpg","2017-01-20",0,91,"Released","If church can change him it will take a miracle.","The Resurrection of Gavin Stone","False",6.5,15,"Comedy,Drama,","Walden Media,Blumhouse Productions,Power in Faith,Vertical Church Films,WWE Studios,","","en,","US,",0,"community service,play,child star,passion play,megachurch,",10,5,"Dallas Jenkins,"
"133",133,"ओके जानू","hi","False",0,"/ha1RyXSV7xAFJHrk13ey15efSko.jpg","",413882,"tt5764024",5.222,"/gVhIc36GNHMlFl3egvmex82RwJl.jpg","2017-01-12",345872,135,"Released","This New Years... Take no Resolutions! Just figure out!","Ok Jaanu","False",6.1,45,"Drama,Romance,","Madras Talkies,Dharma Productions,","","hi,","IN,",0,"ambition,urban life,remake,love sickness,",14,41,"Shaad Ali,"
"140",140,"Boyfriend Killer","en","False",1000000,"/v8KlquORdr5Cpcz9KJ4wVjIhmFq.jpg","",452964,"tt5283754",4.785,"/j5enSi93XW9gozDwXiYdsdoqRkc.jpg","2017-01-08",0,120,"Released","Her love will leave you breathless","Boyfriend Killer","False",6.6,9,"TV Movie,Thriller,Drama,","Concord Film,","","en,","US,",0,"",19,29,"Alyn Darnay,"
"146",146,"Unearthed & Untold: The Path to Pet Sematary","en","False",20000,"","",430035,"tt3109830",4.86,"/bX5L2eW2hDEq1WLAnjrlBahFY76.jpg","2017-01-13",0,97,"Released","","Unearthed & Untold: The Path to Pet Sematary","False",6.8,18,"Documentary,","Ocean's Light Productions,","","en,","US,",0,"horror,behind the scenes,making of,",13,4,"Justin White,"
"159",159,"熊出没之奇幻空间","zh","False",0,"/ld06OI2NbcyDf9ohaLV6sUEoBXU.jpg","",462927,"tt6857250",4.112,"/wgmfCGzVViXqW02Pt29ylUFOP8v.jpg","2017-01-28",77174241,0,"Released","","Boonie Bears: Entangled Worlds","False",6.4,5,"Animation,Fantasy,Family,Action,","Fantawild Animation Inc.,Le Vision Pictures (Tianjin) Co.,Poly Film Investment Co.,Ltd,Shenzhen Huaqiang Shuzi Dongman,Tianjin Youyang Dongman Culture Media,","","zh,","CN,",0,"forest,nature,",4,5,"Yongchang Lin,"
"160",160,"Primaire","fr","False",0,"/dqdLFuhyWOz5UaerSgu3ccVq1PV.jpg","",395769,"tt5180240",3.421,"/j2201MtfCf6DR3TyhF41DkTi4Dl.jpg","2017-01-04",1225280,105,"Released","","Elementary","False",6.8,57,"Comedy,Drama,","StudioCanal,France 2 Cinéma,","","fr,","FR,",0,"teacher,",8,3,"Hélène Angel,"
"169",169,"Empty Space","en","False",8000,"","http://www.emptyspacethemovie.com/",489405,"tt5866732",3.925,"/wjYOUKIIOEklJJ4xbbQVRN6PRly.jpg","2017-01-25",0,76,"Released","","Empty Space","False",0,0,"","Beachwood Pictures,","","en,","US,",0,"",7,10,"James Choi,"
"173",173,"Wolf House","en","False",5000,"","",433854,"tt4713312",3.002,"","2017-01-03",0,70,"Released","Ancient. Unknown. Unstoppable.","Wolf House","False",2,3,"Horror,","","","en,","US,",0,"supernatural,independent film,werewolf,found footage,",7,8,"Matt D. Lord,"
"174",174,"The Fitzroy","en","False",250,"/tqZVO3H4w4SQJcNI2lRx7SBqbCs.jpg","http://thefitzroy.com/",425840,"tt2289098",3.366,"/2kH7YOPiojD7tqE7WFUFKGdZAFN.jpg","2017-01-01",0,93,"Released","A post-apocalyptic comedy about the last refuge for a traditional seaside holiday.","The Fitzroy","False",7.8,7,"Science Fiction,Comedy,","Dresden Pictures,","","en,","GB,",0,"",6,2,"Andrew Harmer,"
"185",185,"White Slaves of K-Town","en","False",85000,"","",596364,"tt6215210",3.414,"/jNkZofPAYjl67IqtBiQOwLh4tt9.jpg","2017-01-06",0,74,"Released","Sex or death.","White Slaves of K-Town","False",7,1,"Horror,","Beyond Filth Productions,","","","US,",0,"brothel,kidnapping,sexploitation,b movie,missing person,koreatown,",6,4,"Felicity Yeung,"
"187",187,"Έτερος Εγώ","el","False",0,"/yCgL2cJeYcejeUyLFFttbAgSjYf.jpg","",421365,"tt5221894",4.063,"/ziCrtoAeCDq2NqB2Yo2oBCwz5PE.jpg","2017-01-19",371528,101,"Released","If you want the answers stop thinking about the questions","The Other Me","False",8.1,43,"Mystery,Crime,","Green Dragon Movies,Blonde Audiovisual Productions,","","el,","GR,",0,"professor,mathematics,police,criminologist,asperger's syndrome,crime wave,modern greece,",20,12,"Sotiris Tsafoulias,"
"200",200,"Eu Fico Loko","pt","False",2500000,"/kjMEe7FoIwwPH3mC6vQP4O3EYz3.jpg","",428645,"tt5968964",4.462,"/qAB1pfwi92gkblvL4gwoSRuNoSp.jpg","2017-01-12",0,92,"Released","","Eu Fico Loko","False",8,71,"Comedy,","Downtown Filmes,","","pt,","BR,",0,"adolescence,brazilian,loko,",55,10,"Bruno Garotti,"
"206",206,"Alexander IRL","en","False",500000,"","",428630,"tt5540622",2.683,"","2017-01-11",0,83,"Released","Phones Off. Party On.","Alexander IRL","False",5,4,"Comedy,","YouTube Red,","","en,","US,",0,"",10,2,"K. Asher Levin,"
"211",211,"பைரவா","ta","False",0,"/tBKaA8Ts78cBTr34FmNagfZUCK0.jpg","",411717,"tt6201292",3.205,"/pTGY5TybnAODNBPcx3yDYR2cRD8.jpg","2017-01-12",17000000,168,"Released","","Bairavaa","False",6,30,"Action,","Vijaya Productions,","","ta,","IN,",1,"loan officer,mass hero,",21,19,"Bharathan,"
"223",223,"La Tutora","es","False",50000,"/f9BYa3Vw3ufISD8SPOFECRV2JkL.jpg","http://www.noelfilms.com/films/the-tutor/",412941,"tt5959698",3.534,"/j6pJaYhyFf9RiF2g8gm3N5d41fZ.jpg","2017-01-01",0,114,"Released","She came to educate them. She was wrong.","The Tutor","False",8.1,8,"Mystery,Drama,Fantasy,","Iván Noel Productions,","","es,","AR,",0,"feral child,teacher student relationship,",5,2,"Iván Noel,"
"225",225,"Wild Men","en","False",97000,"","https://www.goocherfilms.com/",440949,"tt4065214",3.534,"","2017-01-28",0,90,"Released","","Wild Men","False",7.5,2,"Adventure,Comedy,Horror,","GOOCHER FILMS,Osiris Entertainment,","","en,","US,",0,"bigfoot,reality tv,bigfoot hunter,",12,8,"Bobby Sansivero,"
"229",229,"Kuudes kerta","fi","False",1300000,"/aLOehh3vfVzMRRMVtcSR9B0tTTh.jpg","",433055,"tt4614936",3.479,"/oSv6qQKnX3OccTDkUnhZSYSSAso.jpg","2017-01-06",0,109,"Released","","Honeybunnies","False",5.5,8,"Romance,Comedy,Drama,","Huh huh -Filmi Oy,","","fi,","FI,",0,"romance,",23,18,"Maarit Lalli,"
"231",231,"Xibalba","es","False",3000000,"/lAd0yxbWd6CiIHykv7tgeyOvMKz.jpg","http://www.xibalbamovie.com/",267767,"tt2783862",2.977,"/piKOoGPT1vw78WbLfkCc7JmrP4N.jpg","2017-01-02",0,90,"Released","Some places are not meant to be discovered","Curse of the Mayans","False",4.2,15,"Horror,Science Fiction,","Lanczyner Films,","","es,en,","MX,",0,"library,mexico,underworld,cave,maya civilization,end of the world,jungle,archaeologist,alien race,ancient civilization,archaeological expedition,scuba diver,yucatan,",18,5,"Joaquin Rodriguez,"
"233",233,"The Avenue","en","False",42000,"","https://www.flickflingr.com/the-avenue",443053,"tt6174392",2.858,"/ws0DKKKwFRFpCSyHibVs8SJZOfZ.jpg","2017-01-01",0,81,"Released","Love, loss, diamonds...and only one way out of Atlantic City.","The Avenue","False",3,3,"Crime,Drama,","Flick Flingr,","","en,","US,",0,"atlantic city,criminal,gambler,",12,3,"Brian Vernick,"
"236",236,"Killer Piñata","en","False",0,"/sBSonAInxsX7GOjSJoS2c8g3cPR.jpg","http://www.killerpinata.com/?fbclid=IwAR0dRGqqZuMRYt-X69kTEAdEuBIyCdH6xMTSua9SlAi_lgl9e6glVEwqnPI",400768,"tt4301440",2.819,"/he85vX4AUmZIa6VucqXgIszE8Do.jpg","2017-01-18",5000,87,"Released","Filled With Sweet Revenge","Killer Piñata","False",7,2,"Comedy,Horror,","Angry Mule Productions,","","en,","US,",0,"",17,12,"Stephen Tramontana,"
"239",239,"Faith's Song","en","False",156000,"/9jtZxTuDn8LDNdPeo5buENOay4T.jpg","http://www.faithssong.com/",499325,"tt6229100",3.318,"/dtOKEMXFWKtJu0qwEXW0v0kTAVd.jpg","2017-01-20",0,103,"Released","When you've lost everything, will you still walk by faith?","Faith's Song","False",8,2,"Drama,Family,","Northface Studio,Northface Christian Films,","","en,","US,",0,"faith,singer,non-believers,",14,3,"Frankie Hutto,"
"250",250,"Los del túnel","es","False",0,"/ngNRRaZzrZYekjfBGavgF5ciK2u.jpg","",427109,"tt5066598",4.505,"/kz6O0JgdXdTKddmY4SThac56VZP.jpg","2017-01-20",1095349,95,"Released","","The Tunnel","False",4.5,42,"Drama,Comedy,","Pólvora Films,Estela Films,Pipa Films,Lanube Películas,","","es,","ES,",0,"survival,tunnel,",29,23,"Pepón Montero,"
"254",254,"Çalgı Çengi İkimiz","tr","False",3912363,"/qqCSxha6w53cpc5DeDfju37Z2pW.jpg","",449262,"tt5910350",3.557,"/AsYJh4oTvwQ7lL9QiUcPepu4NaT.jpg","2017-01-06",9072414,0,"Released","","Çalgı Çengi İkimiz","False",5.7,19,"Comedy,","TR 40 33 Production,","Çalgı Çengi Collection","tr,","TR,",0,"",8,4,"Héctor Valdez,"
"261",261,"House of Deadly Secrets","en","False",2000000,"/9kOrEX7heT13rjhfyAyp1BjWdpN.jpg","",523443,"tt7930006",4.088,"/NIuR2UnXpG2RnkTc8gG6gEupGZ.jpg","2017-01-01",0,86,"Released","","House of Deadly Secrets","False",4.8,12,"Thriller,TV Movie,","","","en,lt,","",0,"",8,4,"Doug Campbell,"
"268",268,"Deviance","en","False",18,"","",472814,"tt4386918",2.06,"/zCdhtRWbIUCJv0eA4znFhEo99FB.jpg","2017-01-01",0,78,"Released","Two very different young gay men try desperately to escape their demons and cover up their gruesome crimes.","Deviance","False",5,3,"Horror,Thriller,","Let it Reign Productions,","","en,","US,",0,"horror,graphic,gay,",7,1,"James Hennigan,"
"272",272,"The White King","en","False",2494400,"/ssmjSDtQ2qI49evzLU8GY5PHKAC.jpg","http://www.thewhiteking.film",364410,"tt4211312",3.456,"/cmMQKG8ca4xZLy9BtpXMfLXoIR2.jpg","2017-01-27",0,89,"Released","The hardest thing to break is the human spirit.","The White King","False",5.3,33,"Drama,Science Fiction,","Proton Cinema,Oiffy,","","en,","HU,GB,",0,"based on novel or book,dystopia,dictatorship,family,woman director,",10,17,"Jörg Tittel,"
"274",274,"ജോമോന്‍റെ സുവിശേഷങ്ങൾ...","ml","False",1000000,"/j0fPGlGxaTSqytWloTW392RE1hZ.jpg","",432583,"tt6059074",3.745,"/7aUDgLbzY5ETJn2GLihd6zodT5f.jpg","2017-01-19",6000000,157,"Released","","Jomonte Suvisheshangal","False",6.4,26,"Comedy,Drama,Family,","Full Moon Cinema,","","ml,ta,","IN,",0,"parent child relationship,business man,motorcycle,financial problem,carefree,textile company,men's wear store,",17,11,"Sathyan Anthikad,"
"315",315,"Swamp Ape","en","False",20000,"","",435007,"tt6363646",2.432,"/tZBvAtp5nZMBv3bZmMhRVMAIzgL.jpg","2017-01-01",0,59,"Released","","Swamp Ape","False",3.4,5,"Comedy,Horror,Thriller,","Hollyward Entertainment,","","en,","US,",0,"florida,bigfoot,swamp,ape man,sasquatch,camping trip,",12,2,"Geoff Ward,"
"335",335,"Saatanan kanit","fi","False",119000,"/xpaL2Ehi1CEsDluR6pXQUZYSObe.jpg","",437538,"tt6395008",1.702,"/v0EwMl7cRxfIKY14dE8Y2N4Ohjo.jpg","2017-01-20",0,17,"Released","","Fucking Bunnies","False",6.5,4,"Comedy,","Komeetta,","","fi,","FI,",0,"satanism,middle class,dark comedy,next door neighbor,neighbor neighbor relationship,carrot,",5,3,"Teemu Niukkanen,"
"355",355,"മുന്തിരിവള്ളികള്‍ തളിര്‍ക്കുമ്പോള്‍","ml","False",1300000,"/tjyhdTdtbpERyrypoZquo7uc7ul.jpg","",422892,"tt6097918",1.418,"/rAUZc4E6YOg4z7QPgsmxgRonj10.jpg","2017-01-20",6300000,154,"Released","My life is my wife","Munthirivallikal Thalirkkumbol","False",6.8,12,"Comedy,Drama,Family,","Weekend Blockbusters,","","ml,","IN,",0,"parent child relationship,husband wife relationship,ex-lover,extramarital affair,phone call,college reunion,",30,11,"Jibu Jacob,"
"364",364,"శతమానం భవతి","te","False",1200000,"/sjzilg0o3Ynd1kbQi6xUdrw7JfY.jpg","",435410,"tt6417204",1.876,"/jYlG2qUdmaeCerlbqyJwBYyeF7u.jpg","2017-01-14",8100000,135,"Released","","Shatamanam Bhavati","False",5.4,5,"Drama,Family,","Sri Venkateswara Creations,","","te,","IN,",0,"",18,8,"Satish Vegesna,"
"365",365,"Framed: The Adventures of Zion Man","en","False",35000,"","http://framedthefilm.org/",525732,"tt4965104",1.87,"/t1LCRnvQYUKicP9UDC863sFVmPv.jpg","2017-01-28",0,10,"Released","","Framed: The Adventures of Zion Man","False",0,0,"Animation,Drama,Fantasy,","Gravitate Entertainment,","","en,","US,",0,"short,",21,13,"Brenda Lee Lau,"
"421",421,"52 Hz I Love You","zh","False",2650000,"","",437962,"tt6327400",1.468,"/xdCTJXJQNCKOQ4dH2rOPwWmPZ4V.jpg","2017-01-26",1500000,109,"Released","","52Hz, I Love You","False",3.6,5,"Romance,","Vie Vision Pictures,","","zh,","TW,",0,"musical,",9,10,"Wei Te-sheng,"
"425",425,"Die reine Notwendigkeit","en","False",1000000,"","",437938,"tt7323612",1.729,"/y8H927B1mprzdRVGrBNKYA7HZM2.jpg","2017-01-29",0,50,"Released","","The Pure Necessity","False",0,0,"","","","en,","",0,"",0,1,"David Claerbout,"
"433",433,"Ritter Rost - Das Schrottkomplott","de","False",0,"/dwjyFNiY9cBLQIPDtvBkWHtBSRV.jpg","",425222,"tt6198412",0.853,"/e0zIrqBKvBqwZ48mKFK5D7E4KC2.jpg","2017-01-19",209309,0,"Released","","Knight Rusty 2: Full Metal Racket","False",5.5,4,"Family,Animation,Comedy,","Caligari Film- und Fernsehproduktions,Universum Film,ZDF,Synergy Film GmbH,","","en,de,","DE,",0,"",19,4,"Marcus Hamann,"
"438",438,"Freddie Freaker Innovates Your Soul","en","False",1,"","",657219,"",0.84,"/5Oh1eQxM7RpZ3jdRSlBlPtthxO5.jpg","2017-01-08",0,1,"Released","Freddie Freaker Saves The Day","Freddie Freaker Innovates Your Soul","False",0,0,"Music,","Mobanga Films,","","","",0,"experimental,",0,2,"Muhat Mobanga,"
"445",445,"Majaz: Ae Gham-e-Dil Kya Karun","hi","False",25,"","",502524,"",0.84,"/1e3joApBk4I2e2yvaDd0haGnCtQ.jpg","2017-01-20",2,158,"Released","","Majaz: Ae Gham-e-Dil Kya Karun","False",0,0,"Drama,Romance,","","","hi,","",0,"",9,6,"Ravindra Singh,"
"482",482,"「ブレイカー」","ja","False",5960,"/9yLlnqU0S0CWEMr44D5t6D8fLrr.jpg","",463668,"tt6857848",0.797,"/7WXKEzR4HbsMp2wXd5mMBsjgfK8.jpg","2017-01-01",0,11,"Released","","Breaker","False",5.2,5,"Science Fiction,","","","ja,","JP,",0,"cyberpunk,short,",3,6,"Philippe McKie,"
"484",484,"Desobediencia o cómo entrenar gallos de pelea","es","False",30000,"","",706627,"tt7051020",1.459,"/clmcQ5ManTjPkpOT7n44ejN6Gyq.jpg","2017-01-17",0,86,"Released","","Disobedience or How to Train Fighting Roosters","False",0,0,"Thriller,","","","es,","CO,",0,"",5,1,"Tuchí Ortiz,"
"504",504,"Mississippi Madam: The Life of Nellie Jackson","en","False",9000,"","",620647,"tt7133580",1.224,"/nRSGri1OzK4MNignqIanUpLGDfR.jpg","2017-01-01",0,81,"Released","The myth, the truth ...","Mississippi Madam: The Life of Nellie Jackson","False",4,1,"","","","en,","",0,"",0,0,"Alberto Boldini,"
"509",509,"Five Minutes","en","False",8000,"/zarvaqcRyN03qPdBYiZdZEq5ZSq.jpg","https://fiveminutesfilm.tumblr.com/",554905,"tt6662050",1.206,"/bZv6CMFVauqrsIQ1cAzi0Mct2mB.jpg","2017-01-18",0,10,"Released","","Five Minutes","False",0,0,"Comedy,","Section 5,","","","US,",0,"elementary school,parenting,progressive,",12,4,"Justine Bateman,"
"519",519,"Romeo's Distress","en","False",2553,"","http://www.Frumess.com/romeosdistress",479765,"tt4058910",1.162,"/912XS50D1niVHt1i4xw9koxriAK.jpg","2017-01-20",0,83,"Released","Why does love have to be this way?","Romeo's Distress","False",8,2,"Drama,Fantasy,Horror,Thriller,","Frumess Films,","","en,","US,",0,"bizarre,love,midnight movie,death,psychotronic,distress,something weird,psychotronic film,weird,",9,12,"Jeff Frumess,"
"529",529,"Long Night in a Dead City","en","False",25000,"","https://www.facebook.com/LongNightDeadCity/",458832,"tt6304610",0.683,"/qkrX31gAuB0PLuxXRwPljTCB4FR.jpg","2017-01-01",0,90,"Released","","Long Night in a Dead City","False",0,0,"Mystery,","Scorpio Film Releasing,","","en,","US,",0,"",7,1,"Richard Griffin,"
"545",545,"The Real Wi-Fi of Baltimore","en","False",6000,"","http://juliakimsmith.com/projects/the-real-wifi-of-baltimore",453972,"tt6334634",1.102,"","2017-01-20",0,3,"Released","","The Real Wi-Fi of Baltimore","False",0,0,"Comedy,","","","en,","US,",0,"internet,short,",2,4,"Julia Kim Smith,"
"552",552,"Soldat de plomb","fr","False",1000,"","https://www.anjemcanique.com",496845,"tt5544058",0.661,"/rreym6D0jHwRbbcyAxCNblw1KXE.jpg","2017-01-02",0,28,"Released","A brutal kidnapping sends a man on a violent quest to get his girlfriend back.","Tin Soldier","False",0,0,"Thriller,Action,","","","fr,","",0,"martial arts,gunfight,combat,",15,2,"Jérôme Pham Van Bouvier,"
"587",587,"గౌతమిపుత్ర శాతకర్ణి","te","False",6000000,"/c8DbqWKTwL9jmvEzVDswJgrMHgN.jpg","https://www.gautamiputrasatakarni.com/",434395,"tt5832544",1.4,"/9l3ZioZdzKPT524wmXIt2iyxlMk.jpg","2017-01-12",12000000,135,"Released","","Gautamiputra Satakarni","False",3.4,7,"History,Drama,Action,","First Frame Entertainment,","","te,","IN,",0,"2nd century,",10,26,"Radha Krishna Jagarlamudi,"
"591",591,"Whiteblood","en","False",450000,"/oCvtIAGpGkYOjAwSpb9Kl3R0sAd.jpg","",681506,"tt7115466",0.927,"/qOvK3BKmLmKhawZV7uNuv66GVHs.jpg","2017-01-19",0,82,"Released","","Whiteblood","False",0,0,"Action,Crime,Drama,Thriller,","ITN Movies,","","es,en,","US,",0,"",38,6,"Ben Butler,"
"607",607,"Life After Death: Quantum Realms","en","False",1000000,"/jlpnuqmG3vO70LbZIx1RsEamIIX.jpg","http://www.reality-entertainment.com/films/titles/life-after-death",728965,"tt7805396",1.395,"/bY5hl133WDOUtngsS18mjOCuNLE.jpg","2017-01-01",0,60,"Released","Soul continues on a quantum level – scientists reveal","Life After Death: Quantum Realms","False",0,0,"Documentary,","Reality Entertainment,","","en,","US,",0,"metaphysics,new age,religion,spirtuality,",1,2,"Philip Gardiner,"
"611",611,"Haunt Me","en","False",10000,"","https://www.parkerbrennon.com/hauntme",504922,"tt6088978",0.89,"/laFzJa7f8ENTMgiKCiMEEAUqILp.jpg","2017-01-14",0,13,"Released","Angie's dying to see a ghost","Haunt Me","False",0,0,"Comedy,Horror,","","","en,","US,",0,"haunted house,ghost hunting,bed and breakfast,short,",7,7,"Parker Brennon,"
"617",617,"Jas","en","False",7000,"","http://www.jasfilm.com",408026,"tt5882700",0.883,"","2017-01-01",0,15,"Released","A story of the desire to escape, and the impossibility of escaping oneself.","Jas","False",0,0,"","Trueman Productions,Red Rock Entertainment,Apropos Films,","","","GB,",0,"woman director,",7,12,"Alice Trueman,"
"675",675,"The Haunting of Mia Moss","en","False",30000,"","",445845,"tt5063368",0.84,"/1GRsgWx8VK5T7f0If5X9l55RYyv.jpg","2017-01-13",0,NA,"Released","You will see them.","The Haunting of Mia Moss","False",5,1,"Horror,","Zelch Carnahan Productions,","","","US,",0,"",3,1,"Dustin Hubbard,"
"704",704,"Bienvenido Don Goyito","es","False",180000,"","",428958,"tt6071434",0.811,"","2017-01-01",0,115,"Released","","Bienvenido Don Goyito","False",0,0,"Comedy,","Corporación de Puerto Rico para la Difusión Pública,","","es,","PR,",0,"",12,21,"Gilo Rivera,"
